"","business_id","Monday_open","Monday_close","Tuesday_open","Tuesday_close","Wednesday_open","Wednesday_close","Thursday_open","Thursday_close","Friday_open","Friday_close","Saturday_open","Saturday_close","Sunday_open","Sunday_close"
"3670","j9uRSGQx-Y6rHHtXAhUN-g","10","22","10","22","10","22","10","22","10","23","12","23","11","22"
"3671","g2XcuZ7_7FgnWWLC9r1Nmg",NA,"","8","17","8","17","8","17","8","17",NA,"",NA,""
"3672","_RWkck7niE8VJG3zLXK2ig","11","2","11","2","11","2","11","2","11","2","11","2","11","2"
"3673","xiHvrOv3lYI4_8bvZEljwQ","9","1","9","1","9","1","9","1","9","1","9","1",NA,""
"3674","ks1ld_fhlvGutpOHF5y7nA","5","23","5","23","5","23","5","23","5","23","5","23","5","23"
"3675","TIxkKxQSLOZhDPv20CqnXw",NA,"",NA,"",NA,"",NA,"",NA,"","11","18","11","18"
"3676","uyH36ZDCTW8lzgq2OEj1Mg","4","2","4","2","4","2","4","2","4","2","4","2","4","2"
"3677","YvguawotT_M4nqRwbASIFQ",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3678","5Z2tJZ9jkM_2EpUn2UQzjw","11","21","11","21","11","21","11","21","11","21","11","21","16","21"
"3679","49Y_boAB74zfbf_c55mhvQ","17","2","17","2","17","2","17","2","17","2","17","2","17","2"
"3680","Lv8DH2JEK9ukXhKyziu7oA","9","15","9","15","9","15","9","15","9","15","9","14",NA,""
"3681","qenYAXwuDKyHZsnWex60jQ","11","20","11","20","11","20","11","20","11","20","11","20","11","20"
"3682","QsYpSOJiOTGVdLtUEhnm5Q",NA,"","7","17","7","17","7","17","7","17","7","17","7","17"
"3683","uz_Pu3FVxywnMjye_DYNNg","16","0","16","0","16","0","16","0","16","0","16","0","16","0"
"3684","2lF4Ig8ZT2awsYxhP5w5HQ","10","20","10","20","10","20","10","20","10","20","10","20","10","20"
"3685","6jKtHRZ8td8MaxaTnNb9Cg",NA,"","11","21","11","21","11","21","11","22","11","22","11","20"
"3686","cTRkRiHcw0SwnDigriBIzA","14","20","14","21","14","21","14","22","14","23","12","23","12","21"
"3687","KZPkYF5qewGJJS0X6sVm2g","10","0","10","0","10","0","10","0","10","0","10","0","10","0"
"3688","DDKAp6wVkZtmv5gdk6FMIQ","11","20","11","20","11","20","11","20","11","21","11","21","11","20"
"3689","X89D3w1wRPQxyW5OypkKfA","11","23","11","23","11","23","11","23","11","1","11","1","11","23"
"3690","vXgNswX8dt6uaE8XfFPAEg","11","22","11","22","11","22","11","22","11","22","11","22","11","22"
"3691","1gat4FrYE9TX3d6ZqOROTA",NA,"","7","11","7","14","7","14","7","14","7","13","7","11"
"3692","ouGTSelPlQwWURHJeAyk5w","11","3","11","3","11","3","11","3","11","3","17","3",NA,""
"3693","8TEF5h7dvF71avyDhoo6MQ",NA,"",NA,"",NA,"",NA,"","19","23","17","23",NA,""
"3694","EbJXAMOXcAn5DEwGQ5R0yQ",NA,"","9","18","9","18","8","20","9","21","8","20","8","20"
"3695","nIfH4gAsoTiY2z2Fyt2DuA","11","20","11","20","11","20","11","20","11","22","11","22","12","21"
"3696","x6zPuIjpRRQiWPP1lXqm1A","10","19","10","19",NA,"","10","19","10","19","10","19","10","19"
"3697","sKYsqgRZpzyzLiIVPcC0jA","11","1","11","1","11","1","11","1","11","2","11","2","11","1"
"3698","iPKmtXMyqzk_uK26Hxk0MA",NA,"","12","23","17","23","17","23","17","1","17","1","17","0"
"3699","5EmqULtZ3IFZ3hjxyXna5Q","17","23","17","23","17","23","17","0","16","1","16","1","17","22"
"3700","eA_mjAgmpTCONtA22Ojj5A","11","2","11","2","11","2","11","2","11","2","11","2","11","2"
"3701","LMRDawuGGKYWDqPLJva4ow","8","17","8","17","8","17","8","17","8","17","9","17",NA,""
"3702","2k5PqCQYqnMe4736FHm7dw","9","2","9","2","9","2","9","2","9","2","9","18","17","2"
"3703","kLGmsn9MLVXntgC06VQE-A","11","22","11","22","11","22","11","22","11","22","11","0","11","0"
"3704","FEJ2WBYtyhBbQtaZ7q6P7w",NA,"","6","14","6","18","6","14","6","18","6","18","6","18"
"3705","h_CnbiWwcPH3uW6UTYkjrA",NA,"","6","14","6","18","6","14","8","16","8","20","7","18"
"3706","huigH6_4ANvccJ5OHVbfTg","17","22","12","20","12","20","12","20","12","20","12","20",NA,""
"3707","ATxAckYtqcBGkjAnCehvAA","11","21","11","21","11","21","11","21","11","21","11","21","11","21"
"3708","iDNt7wwmmc1C86HjJ5y9RQ",NA,"","17","20","17","20","17","20","17","20","17","20","17","20"
"3709","rA-WKEcyti_zINuXBRPPnQ",NA,"","10","19","10","19","10","19","10","19","10","20","10","19"
"3710","9BIoGWLQY_Bd-Z8D-rX3ag",NA,"","17","21","17","21","17","21","17","21","17","21","17","21"
"3711","mb0IO3qQ0MMNmPypdz37fw","11","22","11","22","11","22","11","22","11","23","11","23","11","22"
"3712","xyD_ud2CPBj5zAF3IRO7oA",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","2","2"
"3713","7qkDiosOA_k1GuSWETLR9A","12","21",NA,"","12","21","12","21","12","21","12","21","12","21"
"3714","RqLy9DpOD_uwPrwH3NFP2A",NA,"","11","21","11","21","11","21","11","21","11","21","11","18"
"3715","qfuIvXCy5ew_5IYp3nT4_w",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3716","MRpeGySmH2jTVhyZLaKe1A","16","21","11","22","11","22","11","22","11","22","11","22","11","21"
"3717","Fv2n78pB5ui48NpM_m82Fg","10","21","10","21","10","21","10","21","10","21","10","21","12","18"
"3718","46i5d4RwLNM3KGTQr9qoFw","8","15","8","15","8","15","8","15","8","15","8","15",NA,""
"3719","hrPYUnwfTUUX0u70N3WECw","13","23","13","23","13","23","13","23","13","23","12","16",NA,""
"3720","3sjpDMhSpzape7vGG0Czww","11","15","11","15","11","15","11","15","11","15",NA,"",NA,""
"3721","nNFaWdWQzAKglF7QvszbnQ","17","22","17","22","17","22","17","22","12","23","12","23","11","20"
"3722","mSnJ3u1Cu5YRuw1Pp6mXXA",NA,"",NA,"","10","20","10","20","10","20","10","20","10","20"
"3723","9M7NW9QTuzuCuvLJtZu6AQ","10","22","10","22","10","22","10","22","10","22","10","22","10","22"
"3724","_XeYdTZNWTPD7fqKNuR70w","6","22","6","22","6","22","6","0","6","0","6","0","6","22"
"3725","L4jCuG3S-6kY0FVAyjiLNQ",NA,"","9","21","9","21","9","17","10","22","9","22","9","21"
"3726","cjrMqvRyqBEnEhqjACoanQ","10","21","10","21","10","21","10","21","10","21","8","22","10","21"
"3727","WJ-2L6jriLg2ugPu7y599A",NA,"","8","17","8","17","8","17","8","17",NA,"",NA,""
"3728","2jeuvtdZ8fPU3hZu8ISA0Q",NA,"","11","20","11","20","11","20","11","21","11","21","12","20"
"3729","RYB3wtIXmjoB83owzo6BEQ",NA,"","16","22","16","22","16","22","11","23","11","23","11","22"
"3730","P45NurIP2ekDgQDBIyP9IQ",NA,"","8","15","8","21","9","15","9","21","9","21","9","21"
"3731","S65bfvR3khzGYnQpsTkPUQ","9","0","9","0","9","0","9","0","9","0","9","0","9","0"
"3732","uFIpHABQ1dJnLiV8VulAvA","11","22","11","22","11","22","11","22","11","22","11","22","12","22"
"3733","ZvEAtWWlsFT134caOtdFFA","11","20","11","20","11","20","11","20","11","20","11","20",NA,""
"3734","ceuAnWfWCUDm44cabSphGQ","6","15","6","15","6","15","6","15","6","15","6","15","6","15"
"3735","RaYRTnvqN_8EBsLIAQlxAQ","17","2","17","2","17","2","17","2","17","2","17","2","17","2"
"3736","g3xgpfY6TtxL96xJTVmzOw",NA,"","7","19","7","19","7","17","8","19","7","19","7","19"
"3737","-HcDOeP2HR29aFt3j4cfnA","8","20","8","20","8","20","8","20","8","20","8","20","8","19"
"3738","ixj7vhzauFfv8K8qRFFb4Q",NA,"",NA,"",NA,"","8","13","8","13","8","13","8","13"
"3739","GZ1C5Sjp32wPTHB4Y2yPUA","5","1","5","1","5","1","5","1","5","2","5","2","5","1"
"3740","lProg1cI0Wxy8yJrKpca7w",NA,"","7","14","7","14","7","14","8","14","7","15","7","15"
"3741","qbmeDHXk2ilz06eI7T9AaQ","16","22","16","22","16","22","16","22","16","22","16","22","15","21"
"3742","A2bK8SMYMQfNs3WgICHZyw","11","23","11","23","11","0","11","0","11","0","11","0","11","23"
"3743","6tREearAeHZFaAMwHjTkgA",NA,"","16","21","16","21","16","21","16","21","14","21","14","21"
"3744","83RrdXOzgKE8jF2owrbpmg",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3745","cYBnXcebfKsJW9cXp6ZnkA",NA,"","11","22","11","22","11","22","11","23","11","23","12","22"
"3746","-F60MZqS1gebduEO4ZXrkQ",NA,"","15","20","15","20","12","18","11","21","11","21","11","20"
"3747","IH7bWVYwrobbpk7HHV-6Vw","8","20","8","20","8","20","8","20","8","20","8","20","8","20"
"3748","RCiDqkIHatRlB5GFN0dilQ",NA,"","14","19","14","19","14","17","14","19","14","19",NA,""
"3749","iXHHS81lmVShonqG7Z-Csw","11","22","11","22","11","22","11","22","11","22","9","22","9","22"
"3750","_M9EWf1PNwI5s-WFlE447w",NA,"","15","22","15","22","15","22",NA,"",NA,"","15","22"
"3751","1O63rrhNJedv4Z4P1890Ig","11","23","11","23","11","23","11","23","11","0","10","0","10","23"
"3752","Wjc7Us9DFfUPu-RWm325YA","11","21","11","21","11","21","11","21","11","21","11","21","11","21"
"3753","dnwUsAAIV48zks5Y7ZA3Mg","17","22","17","22","17","22","17","22","17","22","17","22","17","22"
"3754","PqKfX9uKaCQA267Okyi6Fg",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3755","QLpkAl5IF-dKsQrqO6zc9g","7","15","7","15","7","15","7","15","7","15",NA,"",NA,""
"3756","kiYnCWKKaQ2p_rxVkO-Cug","11","22","11","22","11","22","11","22","11","22","11","22","11","22"
"3757","QxuX7zibghAjZTAgxE-WXg","7","23","7","23","7","23","7","23","7","23","7","23","7","23"
"3758","5dyqBEBuwDgZ23iLQJjl0w",NA,"","9","15","9","15","9","15","9","15","9","15",NA,""
"3759","AUjXXOzwoBT4gEYW-Z3opg",NA,"",NA,"","16","22","16","22","16","22","16","22","16","22"
"3760","tO3jMM7UApHkj6LtG0Rgng","11","22","11","22","11","22","11","22","11","23","11","23","11","22"
"3761","B2D3aOfC5TxArzCNANdY5g","11","16","11","16","11","16","11","16","11","16","11","16","11","16"
"3762","3npWS11Owp1uPr2LWXB-lg","7","0","7","0","7","0","7","0","7","0","7","0","7","0"
"3763","S9zZ4WPW9Z8aWmxKco9T9w","11","22","11","22","11","22","11","22","11","22","11","22","11","22"
"3764","0_pOXVua2DBSl4KU830_vg","10","21","10","21","10","21","10","21","10","21","10","21","10","20"
"3765","DPE7sNXYcsri-tM8FIIdEA",NA,"","9","21","9","21","9","15","9","15","9","22","9","15"
"3766","FBCxuq7fShoSTwYsEY9dKA","11","20","11","20","11","20","11","20","11","20","12","20",NA,""
"3767","D3EMZKhkRqUQya20IGv7lg","16","21","16","22","16","22","16","22","16","22","16","22","16","22"
"3768","aeMcljmSD7J5p5w5txKbxA",NA,"","5","17","5","17","6","12","5","17","5","13",NA,""
"3769","nSnhrkUXMmNQKnUkXc71EA","11","22","11","22","11","22","11","22","11","23","11","23","11","21"
"3770","rXvj3f1amrGVyp2OK0JRTw","16","23","11","23","11","23","11","23","11","23","12","23","12","22"
"3771","3bcahnZCe50OkCGMxFZEBA","7","15","7","15","7","15","7","15","7","15","7","15","7","15"
"3772","frS70SmVmL7YBmYwV7KPRA","11","2","11","2","11","2","11","2","11","2","11","2","11","2"
"3773","yWSLtd8p4u-FP9uuLMILmw","12","22","12","22","12","22","12","22","12","23","12","23","12","22"
"3774","mVJ_-ZloSJVWUrs0CetxPg","7","22","7","22","7","22","7","22","7","23","7","23","7","22"
"3775","_Xh0hL64vuxfHf3iewJYQA",NA,"","16","21","16","21","16","21","16","21","16","21",NA,""
"3776","E_m4O8ypZfAjF6YNNjBXGg","9","23","9","23","9","23","9","23","9","23","9","23","9","23"
"3777","WU0dP_w5B-BXCgynBIZtwg","7","2","7","2","7","2","7","2","7","3","7","3","7","2"
"3778","KFmi3sAfI7LtLAugylydKQ","11","21","11","21","11","21","11","21","11","21","11","21","11","21"
"3779","b5ydIUDm1oPIZlKtg1Cx2g",NA,"",NA,"","11","20","11","20","11","20","11","20","11","20"
"3780","Rl9cfHIup7vp1VY66wSX2w","11","2","11","2","11","2","11","2","11","2","11","2","11","2"
"3781","o4uFRmfxBAhyp_cHyuzWiw",NA,"","17","22","17","22","17","22","17","22","17","22","17","22"
"3782","aVS9DWS7GUcF6oExGmYnlg","17","1","17","1","17","1","17","2","17","2","11","2","11","2"
"3783","z_4j-0SJq5kNmD9K7Dja6Q","11","21","11","21","11","21","11","21","11","21","11","21","11","21"
"3784","8KuQwWcHwYmqV7FyTVoJtQ","10","22","10","22","10","22","10","22","11","23","10","23","10","22"
"3785","gAP-5IjAL0EhfIKQx6d62A","6","0","6","0","6","0","6","0","6","0","6","0","6","0"
"3786","jpBu7jVezwmRJrcZnaOMUw","11","22","11","22","11","22","11","22","11","22","11","22","11","22"
"3787","J5R7ggPLNrkYQGihz9yVAQ","11","22","11","22","11","22","11","22","11","0","11","0","11","22"
"3788","gZUaF1vSUvUadpbRUvHYqQ","12","21","12","21","12","21","11","23","16","21","17","22","17","21"
"3789","9qTktmTJt9c7_xz9irjRvg","11","2","11","2","11","2","11","2","11","2","11","2","11","2"
"3790","0_2GeXhNjcOcph_hiINZ6w",NA,"","7","18","7","18","7","18","7","18","11","16",NA,""
"3791","YlNsWTKsOMnbgUiOTXOf-w","11","2","11","2","11","2","11","2","11","2","11","2","11","2"
"3792","uKLOEI0V2GYP4NSg9h8OOw","11","0","11","0","11","0","11","0","11","2","11","2","11","0"
"3793","3vDX1h7by7FOuw0bBZdtdw","10","22","10","22","10","22","10","22","10","22","10","22","10","22"
"3794","fRritogsulPkpDHC8bK7Zg","11","19","11","19","11","19","11","19","11","19","11","19","11","19"
"3795","3He2O3nyqFAIatGJLsr-3Q","10","21","10","21","10","21","10","21","10","21","10","21",NA,""
"3796","1xtmV4xihClisFPiweQe8A","11","23","11","23","11","23","11","0","11","0","12","0","12","23"
"3797","GprFEGAr8pcOF9_CgWoY8w","11","21","11","21","11","21","11","21","11","22","12","22","16","21"
"3798","PZZhYwaudUVcP6bNF2BX_g","11","22","11","22","11","22","11","22","11","22","11","22","12","21"
"3799","H1yjEU0KWm3sfuhxB9omOQ","17","22","17","22","17","22","17","22","17","22","17","22","17","22"
"3800","pNT9yivSNb4BlPGI9kr2aA","8","3","8","3","8","3","8","3","8","4","8","4","8","3"
"3801","TAu_4BQvJRI7k5KddScbNw","11","17","11","17","11","17","11","17","11","17","11","17","11","17"
"3802","WHizPwoOLMqO50D58dwS2w",NA,"","12","0","12","1","12","1","12","3","12","3",NA,""
"3803","m2q0L4AXkeDj3qTmbef_YQ",NA,"","10","22","10","22","10","18","10","22","10","22","10","22"
"3804","LUAhYr9Ndd7wvi4XNn7Qdw","9","23","9","23","9","23","9","23","9","23","9","23","9","23"
"3805","u5h0QwTCk99u5jrq4JmfGg","6","14","6","14","6","14","6","14","6","14","6","14","6","14"
"3806","GC4VlPpp0WV3CYTsGNDvaQ",NA,"","10","20","10","22","10","20","10","20","10","23","10","22"
"3807","n8DikJBbLua5OcJU7MPhZg","7","3","7","3","7","3","7","3","7","4","7","4","7","3"
"3808","K2KLY2Ita4Av0jkJFXFBPQ","11","21","11","21","11","21","11","21","11","21","11","21","11","15"
"3809","pdpIttgbYMkQ22_sjcaXLw",NA,"",NA,"",NA,"",NA,"","19","2","19","2",NA,""
"3810","TAo7E7XyDmF-X2yiJzChQg","12","20","12","20","12","20","12","21","12","22","12","22","12","20"
"3811","eof8Yx5u3q1o67810t4cxA","16","1","16","1","16","1","16","1","16","1","11","1","11","1"
"3812","-dyaWHa-RhofzII6R7NnaQ","6","18","6","18","6","18","6","18","6","18","8","16","8","16"
"3813","Oh3cSU8SxTusGKGcjTkWCQ","11","22","11","22","11","22","11","22","11","22","11","22","11","22"
"3814","BLQl1wmNN8SE_P3OCd3bWg","11","22","11","22","11","22","11","22","11","23","11","23","11","22"
"3815","PpgP0TEv8gvJ3NUCrFyM3A",NA,"","11","21","11","21","11","21","11","21","11","21","11","21"
"3816","P-yxM00nXUm7x-VPuiEQKQ","10","22","10","22","10","22","10","22","10","22","10","22","10","22"
"3817","VlGuTlebXMEqU8GRlG-iaw",NA,"","7","14","7","14","7","14","7","14",NA,"",NA,""
"3818","ELC4cy-SB39nSCPU0GPj4Q","11","20","11","20","11","20","11","20","11","20","11","20","11","20"
"3819","r2c7wD_WBmm8PJKQQHoz2Q","11","23","11","23","11","23","11","23","11","23","11","23","11","23"
"3820","bt7H9lPKxIoNWg9i4Evsxg",NA,"","17","22","17","22","18","22","17","23","17","23","17","23"
"3821","MGX68KdaKwyP80SX6CsmoA","11","22","11","22","11","22","11","22","11","23","12","23","12","22"
"3822","aUd8XBRatWa2YwqiI44ojg","11","0","11","0","11","0","11","0","11","1","11","1","9","23"
"3823","13kUp1ssGz0E0xzwhbNRAQ",NA,"","11","21","11","21","11","21","11","22","11","22","11","21"
"3824","RM7TN7WF9nPaAK1R2ufY2g","17","21","17","21","17","21","17","21","17","22","17","22","17","21"
"3825","3FDjQkYFxm6lgjRcdgO_OQ",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3826","acMhW2yiFCNU6PoGiHxvPQ",NA,"","11","22","11","22","11","23","11","22","11","22","11","22"
"3827","F-ehtzIgdXpKwtUSQvvXZw","6","22","6","22","6","22","6","22","6","22","6","22","7","22"
"3828","iyeJrTWE3_Xtup77dC_Mtg","8","15","8","15","8","15","8","15","8","15","8","15","8","15"
"3829","mAYvUl6UG1U9gDlMpf0_2g","12","18","12","18","12","18","12","18","12","18","12","18","12","18"
"3830","NIdnO8KahLVwnaoTki_nFQ","11","22","11","22","11","22","11","22","11","22","11","22","11","22"
"3831","JtIt-VshqofckWkbBG6cRA","11","22","11","22","11","22","11","22","11","23","11","23","11","22"
"3832","nWsmvZN3ODMCX4kRas7J4g","5","22","17","22","17","22","17","22","17","22","11","22","11","22"
"3833","7JArl02SvR1x0YXIg3aHTw",NA,"","11","18","11","18","11","18","11","18",NA,"",NA,""
"3834","NcJ4sbAos86BzfM6N2PVfA",NA,"","11","21","11","21","11","21","9","22","11","22","11","21"
"3835","naIgvz53iZKZ788-pxVB5g",NA,"","6","14","6","14","6","14","6","14","6","14","6","14"
"3836","3lEodtNqHjjnIQRhJCY4og","10","20","10","20","10","20","10","20","10","20","10","20","10","20"
"3837","_XkcQeje62qU7CcWUQ-zxg","11","22","11","22","11","22","11","22","10","22","10","22","12","22"
"3838","Dd-KNVr_4cf7ayGsxAMWyw",NA,"","5","19","5","19","5","19","5","19","5","19","5","19"
"3839","Eemx8R6O6c2XZBapH_fa9w","11","18","11","18","11","18","11","18","11","18",NA,"",NA,""
"3840","NTe1Mv48OudSzB8DxZ9OJQ","6","23","6","23","6","23","6","23","6","0","7","0","7","23"
"3841","XPzE_N7OznnrF_HF5GT6PA",NA,"","11","20","11","20","11","20","11","21","12","21","12","20"
"3842","OhB-VnmDCxRquIysWH-yKw","10","15","12","17","12","17","12","17","12","17","12","17","12","17"
"3843","5I5ib97bcGNlliacBWPvpQ",NA,"","17","21","17","21","17","21","17","21","17","21","17","21"
"3844","kljK-5qWOGerzNFpbRDP9w","11","18","11","18","11","18","11","18","11","18","11","18","11","18"
"3845","gHqqMsWyQ0ogSwBYoI9bXw","11","23","11","23","11","23","11","23","11","12",NA,"","11","23"
"3846","j4_oYhBSDlW1kjEq-DlSeQ","11","22","11","22","11","22","11","22","11","22","12","22","12","22"
"3847","zimZZDsjRcuRPgZWkyCRwg",NA,"","16","22","16","22","16","22","16","22","16","22",NA,""
"3848","wLKZUSvjJ_B8y61ONEYCMQ",NA,"","16","22","16","22","16","23","16","0","11","0","10","15"
"3849","oGE6gPMU9P9TcvU3X_MeQA","10","1","10","1","10","1","10","1","10","1","10","1","10","1"
"3850","WO6TXr7ExpOLs2fTmDQedA",NA,"","17","21","17","21","17","21","17","21","17","21","17","21"
"3851","tSe7YQcpsabdujdtZJe41Q","10","22","10","22","10","22","10","22","10","22","10","22","10","22"
"3852","KjaK4CsJ_PypmVBncLwWAA","11","2","11","2","11","2","11","2","11","2","11","2","11","2"
"3853","QeW8xHKzXjipS2be4Ge2jg","11","21","11","21",NA,"","11","21","11","22","11","22","11","22"
"3854","ue922X_bwzxd_ODyrT4wow",NA,"",NA,"",NA,"","16","20","16","20","11","20","12","18"
"3855","HE_H7JfvvFjlGiufT0ZQkg","11","22","11","22","11","22","11","22","11","22","11","22","11","22"
"3856","Mmg_MLNXLV9EFyawp851Tw","11","22","11","22","11","22","11","22","11","22","11","22","11","22"
"3857","QSDbe23wibJ_8izWZaTh4A",NA,"","11","21","11","21","11","21","11","21","11","21","9","9"
"3858","Ij8lZ7gc2tLk4gfhs_8UJA",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3859","YyNcgKCOkZbr5uBInW40_g",NA,"","9","16","9","16","9","16","9","16","9","16",NA,""
"3860","VMIajoUuzTa7XeLWn-md9A","5","12","5","12","5","12","5","12","5","12","6","12","6","12"
"3861","Y1-cXsWZ1v2rRj5MMtFsqA",NA,"","11","20","11","20","11","20","11","20","11","20",NA,""
"3862","1lSJI7mFc7UrULEvUuGcwA","6","21","6","21","6","21","6","21","6","21","6","21","6","21"
"3863","8XsngRtWD8GVxy4b72zB7Q","10","20","10","20","10","20","10","20","10","20","10","17","11","17"
"3864","PBfFmFy8C0WOtpHF_frVWA",NA,"","7","14","7","14","7","14","7","14","7","14","7","14"
"3865","4Y3BvnSfeF3zFdup4WwKhQ",NA,"",NA,"",NA,"",NA,"","8","17","9","16",NA,""
"3866","zNdIjP1nL2c3cjwNzW6q_w","9","20","9","20","9","20","9","20","9","20","9","20","10","18"
"3867","vFcY7MNOTYJljV3rRqPQvQ","5","1","5","1","5","1","5","1","5","1","5","1","5","1"
"3868","4O3lfnrszTf8SdJLvV3hHA","6","15","6","15","6","15","6","15","6","15","6","16","7","16"
"3869","wkMtJhdSDWPuBfiyz5BFgQ",NA,"","10","19","10","19","10","15","10","19","9","19","9","17"
"3870","nKd59tXBKP9C7_VQTtxWbw",NA,"","6","22","6","22","6","22","6","18","8","18",NA,""
"3871","-CHlmiozoc4JAqwUOu8ZbQ","11","21","11","21","11","21","11","21","11","21","11","21","11","20"
"3872","CZvSMpdpeW4tXbl9cUUHyw","7","23","7","23","7","23","7","23","7","23","7","23","7","23"
"3873","eGm6iZ9_y92U2I_nm6v2lQ","11","22","11","22","11","22","11","22","11","22","11","22","12","22"
"3874","TacbXp9d2nsKLF8RlZH9sA","11","23","11","23","11","23","11","23","11","23","11","23","12","23"
"3875","_vKC0fBxTTnmCMTRV0PWOA","11","23","11","23","11","23","11","23","11","23","11","23","11","23"
"3876","_UDX3AORVnxRlKMxGD3oQw",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3877","QwbeZfKnqJxvLZYdtxHc0w","7","22","7","22","7","22","7","22","7","22","8","21","8","21"
"3878","ORQZPs4OqRJCUw-kz5VCOg",NA,"","7","23","7","23","7","18","10","0","7","0","7","23"
"3879","w2dL3CLxZYxYQGJnVz-B5g","7","20","7","20","7","20","7","20","7","20","7","20","9","19"
"3880","R87WhJODzIFAesjfo-Qnqw","11","0","11","0","11","0","11","0","11","1","11","1","11","0"
"3881","kdE-W80aUZev6sLEfOLvYw","10","22","10","22","10","22","10","22","10","22","10","22","10","22"
"3882","rWeScLIsu5Yj9_Wf5S0UxQ","11","21","11","21","11","21","11","22","11","22","8","8","10","21"
"3883","kFh6iqCugNZ3Qpy4xVKQvA","11","22","11","22","11","22","11","22","11","22","11","22","11","22"
"3884","ZUwREYcG_Bws2dd0hnm1xQ",NA,"","11","14","11","14","11","22","11","23","11","23","11","21"
"3885","O4eB5UR3IOcpvg_nkIvX9w","16","22","16","22","16","22","16","22","16","22","13","22","13","20"
"3886","WPFCoSnw84MXFeIxSFNbVA","7","20","7","20","7","20","7","20","7","22","7","22","7","20"
"3887","e4zhiH-k17NB9dtq-o8NAQ","16","22","15","21","15","21","15","21","15","22","15","22","15","21"
"3888","ixTXJ73e2TdmeNCl2N870g",NA,"","10","18","10","21","10","18","10","21","10","21","10","20"
"3889","JTNfXNofJDYI67VC62aEiQ",NA,"","12","20","12","20","12","20","12","20","12","20","12","20"
"3890","mAHlOB-dC6gyZShTUAlfzQ","11","2","11","2","11","2","11","2","11","2","11","2","11","2"
"3891","b1tkVYKYSWqWJGEKtrmTJQ",NA,"","15","19","15","19","15","19","11","20","11","20","16","20"
"3892","6kU9IfFU6PaHl5VWYz8NRA",NA,"","11","0","11","0","11","0","11","1","11","1","11","22"
"3893","eSCATJ-Vz9AwoS_9veSvPw","11","22","11","22","11","22","11","22","11","23","11","23","11","22"
"3894","yd6dmLkbX1Ycmy3VcDVzng","11","22","11","22","11","22","11","22","11","22","11","22","11","22"
"3895","GsfScjirLg40QoeyK1MpAQ","11","23","11","23","11","23","11","23","11","0","11","0","11","23"
"3896","qAptkJzco52JLXsxwKngrA",NA,"","11","15","11","20","11","15","11","20","11","16","11","16"
"3897","cJWKFitjy4wVv7rl-Hh36A","8","20","8","20","8","20","8","20","8","20","8","20","8","20"
"3898","q0XXRl0r_uf7mxgqaPAlYg","10","21","10","21","10","21","10","21","10","21","10","21","11","18"
"3899","u2u7wcnnktijveBe7XfUGQ","11","21","11","21","11","21","11","21","11","21","11","21","11","21"
"3900","mAnmBzUJk8XXSBd8-dn9hg","11","2","11","2","11","2","11","2","11","2","11","2","11","0"
"3901","JkMH4rvy5QxQeOWakPWNGA",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3902","l3Uni57g7J1N7WvAKEzbMg","11","3","11","3","11","3","11","3","11","3","11","3","11","3"
"3903","a99oZJHptwT9xSIOu2Wp5A","11","21",NA,"","11","21","11","21","12","21","12","21","11","21"
"3904","PRojUfduOKWAtHwK8fSKFQ","8","20","8","20","8","20","8","20","8","20","8","20","8","20"
"3905","-jV7ujt-wjD9XyudoXAAEg","10","2","10","2","10","2","10","2","10","2","10","2","10","2"
"3906","Ywvy9JC5eT1xfY2HpTxi2A","13","19","13","19","13","19","13","17","13","1","13","1","13","19"
"3907","mYHbQDRTwv_dE-Ta8myHEg","8","0","8","0","8","0","8","0","8","0","8","0","9","22"
"3908","8sfsmA5u_d33Ts6AEnff8w",NA,"","6","17","6","17","6","17","6","17","6","16","7","15"
"3909","vRkqGFOGDoOux5T1DVCrPg","11","20","11","20","11","20","11","20","11","20",NA,"",NA,""
"3910","x09efcVl5WCcrChXpHKSJQ","7","21","7","21","7","21","7","21","7","21","9","21","9","21"
"3911","2bX1tSpc51CLMqhIzCBErA","9","1","9","1","9","1","9","1","9","1","9","1","9","1"
"3912","k8zC6EKsEA_zPMERW4dnhQ",NA,"","9","21","9","21","9","21","9","21","9","21","9","21"
"3913","OuoZHjbufUmPeHIdQstFdg",NA,"",NA,"",NA,"",NA,"","9","17","9","17","9","17"
"3914","WYPnUu0jOrzoB0v3mWdfCw","10","21","10","21","10","21","10","21","10","21","10","21","10","20"
"3915","ksVc80jzZMbjRUkpEsDYEg","11","22","11","22","11","22","11","22","11","23","11","23","11","22"
"3916","8rngmwr_MWw2lxsXqfVlEQ","10","20","10","20","10","20","10","20","10","20","11","19","11","19"
"3917","jm99NZprJJfdWlGqpyGQvg",NA,"","12","22","12","22","12","22","16","22","12","23","12","22"
